Book_ID,Book_Title,Authors,Rating,Number_of_reviews,Ratings_Count,ISBN-10,ISBN-13,Num_Of_Pages,Language_Code,Publication_year,Publisher
16478,The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),Fred Saberhagen,3.84,8.0,1784.0,0812552849,9780812552843,252.0,en-US,1990,Tor Books
16479,Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen,3.7,23.0,232.0,0671878840,9780671878849,377.0,eng,1998,Baen
16480,The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),Fred Saberhagen,3.88,11.0,1233.0,0812505778,9780812505771,255.0,en-US,1995,Tor Fantasy
16501,Ariadne's Web (Book of the Gods  #2),Fred Saberhagen,3.67,3.0,172.0,0812590465,9780812590463,432.0,eng,2001,Tor Fantasy
16503,The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen,3.7,1.0,150.0,0812566807,9780812566802,352.0,eng,2002,Tor Books
16514,Berserker: Blue Death (Berserker  #8),Fred Saberhagen,3.71,8.0,254.0,0812553292,9780812553291,282.0,en-US,1987,Tor Books
16528,My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,3.85,359.0,4844.0,006054564X,9780060545642,199.0,en-US,2003,Harper
16530,Aphrodite: A Memoir of the Senses,Isabel Allende/Robert Shekter/Panchita Llona,3.64,195.0,3732.0,0060930179,9780060930172,320.0,eng,1999,Harper Perennial
16532,Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,3.97,403.0,17808.0,0553383833,9780553383836,304.0,eng,2005,Dial Press Trade Paperback
16535,Strange Relations,Philip José Farmer,3.71,14.0,291.0,1416509348,9781416509349,476.0,eng,2006,Baen Books
16542,The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould,3.29,19.0,515.0,0553273469,9780553273465,339.0,eng,1988,Spectra Books
16543,Dayworld (Dayworld #1),Philip José Farmer,3.64,68.0,1315.0,0441140017,9780441140015,258.0,eng,1986,Ace Books
16546,Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,4.47,14.0,531.0,0395606489,9780395606483,102.0,eng,1992,Houghton Mifflin
16547,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez/Brian Sibley,3.72,2.0,32.0,0801030145,9780801030147,316.0,en-US,2002,Baker Books
16555,Mr. Majeika and the School Trip,Humphrey Carpenter,3.85,2.0,50.0,0141303352,9780141303352,89.0,eng,1999,Puffin
16556,The Infinite Plan,Isabel Allende,3.72,300.0,7347.0,0060924985,9780060924980,384.0,eng,1994,Harper Perennial
16562,Ines of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,13.0,62.0,0061161578,9780061161575,528.0,eng,2006,Harper
16566,Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,4.43,90.0,2059.0,0140290117,9780140290110,560.0,eng,2000,Penguin Books
16568,The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,4.09,238.0,5007.0,0143039938,9780143039938,236.0,eng,2006,Penguin Books
16569,Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme,4.45,4.0,90.0,1853995908,9781853995903,232.0,spa,1999,BCP/Duckworth Publishing
16570,This Craft of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu,4.32,70.0,811.0,0674008200,9780674008205,160.0,eng,2002,Harvard University Press
16572,Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,3.94,73.0,2080.0,1580420818,9781580420815,605.0,eng,2002,Cardoza
16575,Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle,4.26,3.0,161.0,0471292451,9780471292456,360.0,eng,1999,Wiley
16580,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle/Mary Miller Doyle,4.01,43.0,160.0,0870710931,9780870710933,208.0,eng,2006,Oregon State University Press
16593,The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch,3.39,38.0,208.0,0803266553,9780803266551,189.0,eng,2006,Bison Books
16595,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,4.1,26.0,844.0,1595821066,9781595821065,208.0,en-US,2006,Digital Manga Publishing / Dark Horse
16596,Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi/Yoshitaka Amano,3.99,26.0,1083.0,1595820949,9781595820945,208.0,en-US,2006,Digital Manga Publishing / Dark Horse
16597,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano,4.02,53.0,1506.0,1595820310,9781595820310,211.0,eng,2006,Digital Manga Publishing / Dark Horse
16598,Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi/Yoshitaka Amano,3.92,30.0,1158.0,1595820930,9781595820938,205.0,en-US,2006,Digital Manga Publishing / Dark Horse
16601,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi/Yoshitaka Amano,4.27,19.0,1062.0,1595821074,9781595821072,209.0,en-US,2007,Digital Manga Publishing / Dark Horse
16602,Coffin: The Art of Vampire Hunter D,Yoshitaka Amano,4.58,16.0,596.0,1595820612,9781595820617,199.0,eng,2006,Dark Horse Books
16604,Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,4.08,29.0,329.0,0451527925,9780451527929,357.0,en-US,2001,Signet Classics
16616,The Book of Leviathan,Peter Blegvad,4.16,52.0,631.0,1585670987,9781585670987,160.0,en-US,2001,Harry N. Abrams
16619,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,4.02,523.0,18925.0,0140447601,9780140447606,992.0,eng,2003,Penguin Classics
16627,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson,4.1,2.0,10.0,1550821083,9781550821086,372.0,eng,1994,Quarry Press
16630,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,4.25,2.0,8.0,1570715831,9781570715839,144.0,eng,2000,Sourcebooks
16634,The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,4.11,934.0,24967.0,0312278497,9780312278496,558.0,eng,2002,Picador
16640,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,3.67,1721.0,45626.0,0812969901,9780812969900,149.0,eng,2005,Modern Library
16641,The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,3.8,38.0,971.0,0451529626,9780451529626,255.0,eng,2005,Signet Classics
16649,The Queen's Necklace,Teresa Edgerton,3.61,14.0,99.0,0380789116,9780380789115,592.0,eng,2001,Harper Voyager
16653,Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,3.79,36.0,244.0,0441294278,9780441294275,293.0,eng,1991,Ace
16654,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,4.0,5.0,157.0,0441909116,9780441909117,258.0,eng,1990,Ace
16656,The Castle of  the Silver Wheel,Teresa Edgerton,3.94,4.0,89.0,0441092756,9780441092758,278.0,eng,1993,Ace
16669,China and Japan (Myths and Legends),Donald A. Mackenzie,3.52,3.0,23.0,0517604469,9780517604465,404.0,eng,1988,Crescent
16670,A Madman Dreams of Turing Machines,Janna Levin,3.68,180.0,1136.0,1400040302,9781400040308,230.0,eng,2006,Alfred A. Knopf
16675,Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney,3.33,6.0,56.0,1840462507,9781840462500,153.0,eng,1997,Totem Books
16677,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,4.06,2.0,17.0,0804721289,9780804721288,224.0,en-US,1993,Stanford University Press
16682,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,3.71,145.0,6329.0,044101237X,9780441012374,211.0,eng,2004,Ace
16683,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,3.94,356.0,10249.0,1416505512,9781416505518,262.0,eng,2005,Pocket Books
16685,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,3.7,572.0,19427.0,0441094996,9780441094998,388.0,en-US,1988,Ace Books
16686,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,3.9,45.0,788.0,0312875576,9780312875572,342.0,en-US,2002,Tor Books
16689,Citizen of the Galaxy,Robert A. Heinlein,3.99,413.0,11800.0,1416505520,9781416505525,288.0,eng,2005,Pocket Books: Gallery Books
16690,The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,2466.0,93782.0,0340837942,9780340837948,288.0,eng,2005,Hodder & Stoughton
16692,Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,3.87,70.0,471.0,0395957990,9780395957998,128.0,eng,1999,Houghton Mifflin Harcourt
16697,The Mysteries of Pittsburgh,Michael Chabon,3.64,1518.0,21823.0,0060790598,9780060790592,320.0,eng,2005,Harper Perennial
16702,Summerland,Michael Chabon,3.55,69.0,619.0,0786816155,9780786816156,500.0,eng,2004,Miramax
16703,The Yiddish Policemen's Union,Michael Chabon,3.71,5699.0,53300.0,0007149824,9780007149827,414.0,eng,2007,HarperCollins
16710,The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,3.0,1.0,1.0,0091895812,9780091895815,352.0,eng,2004,Ebury Press
16713,The Disappointment Artist,Jonathan Lethem,3.63,129.0,1613.0,1400076811,9781400076819,149.0,eng,2006,Vintage
16716,The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,3.67,95.0,1158.0,0156032481,9780156032483,304.0,eng,2007,Mariner Books
16717,You Don't Love Me Yet,Jonathan Lethem,2.81,547.0,3854.0,038551218X,9780385512183,225.0,eng,2007,Doubleday Books
16718,Gun  With Occasional Music,Jonathan Lethem,3.77,786.0,8141.0,0156028972,9780156028974,271.0,eng,2003,Mariner Books
16720,As She Climbed Across the Table,Jonathan Lethem,3.67,380.0,4488.0,0375700129,9780375700125,212.0,eng,1998,Vintage
16721,Living With the Passive-Aggressive Man,Scott Wetzler,4.03,30.0,208.0,0671870742,9780671870744,208.0,en-US,1993,Touchstone
16726,Cypress Gardens (Images of America: Florida),Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,3.0,1.0,5.0,073854339X,9780738543390,128.0,eng,2006,Arcadia Publishing (SC)
16728,The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg/Jennifer Zwiebel,3.82,26.0,222.0,0743270207,9780743270205,246.0,en-US,2005,Touchstone
16729,Beach Music,Pat Conroy,4.15,2450.0,38496.0,0553381539,9780553381535,592.0,eng,2002,Dial Press
16734,Der Gesang Des Meeres. Beach Music,Pat Conroy,4.15,2.0,7.0,340412801X,9783404128013,894.0,ger,1998,Lübbe
16735,The Prince of Tides,Pat Conroy,4.24,3473.0,178717.0,0553381547,9780553381542,679.0,eng,2002,Dial Press Trade Paperback
16739,Blessings,Belva Plain,3.91,39.0,2562.0,0440243254,9780440243250,393.0,eng,2010,Dell
16761,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,Erle Stanley Gardner,4.01,6.0,76.0,0517293633,9780517293638,821.0,eng,1994,Random House Value Publishing
16763,The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,3.89,35.0,604.0,0345437861,9780345437860,232.0,eng,2000,Fawcett Books
16767,The Case of the Half-Wakened Wife,Erle Stanley Gardner,3.88,23.0,435.0,034537147X,9780345371478,245.0,eng,1991,Fawcett
16776,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),Susan Kandel,3.47,104.0,788.0,0060581069,9780060581060,280.0,eng,2005,Avon
16779,The Case of the Terrified Typist (Perry Mason #49),Erle Stanley Gardner,3.75,31.0,591.0,034591483X,9780345914835,154.0,eng,1999,Ballantine Books
16782,The Case of the Curious Bride (Perry Mason Mystery),Erle Stanley Gardner,3.87,61.0,1559.0,0345437837,9780345437839,192.0,eng,2000,Fawcett
16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,4.0,2540.0,45473.0,0060515228,9780060515225,360.0,eng,2006,William Morrow
16789,The Good Fairies of New York,Martin Millar/Neil Gaiman,3.51,563.0,4343.0,1933368365,9781933368368,242.0,eng,2006,Soft Skull Press
16790,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.04,1906.0,53464.0,0380789027,9780380789023,365.0,eng,2005,Avon Books
16791,Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,4.19,462.0,38276.0,1852864982,9781852864989,104.0,eng,1994,Titan Books
16793,Stardust,Neil Gaiman,4.08,11746.0,283274.0,0061142026,9780061142024,248.0,eng,2006,Harper Perennial
16794,The Facts in the Case of the Departure of Miss Finch,Neil Gaiman/Michael Zulli,3.54,198.0,2038.0,1593076673,9781593076672,51.0,eng,2008,Dark Horse Books
16798,The Diagnosis,Alan Lightman,2.86,123.0,898.0,0375725504,9780375725500,384.0,eng,2002,Vintage
16799,The Best American Science Writing 2002,Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,3.85,7.0,67.0,0060936509,9780060936501,352.0,eng,2002,Harper Perennial
16802,The Complete Poetry,John Milton/John T. Shawcross,4.06,20.0,3418.0,0385023510,9780385023511,672.0,en-US,1971,Anchor
16803,The Complete Poems and Major Prose,John Milton/Merritt Y. Hughes,4.18,22.0,914.0,0872206785,9780872206786,1088.0,eng,2003,Hackett Publishing Company Inc.
16807,The Major Works,John Milton/Jonathan Goldberg/Stephen Orgel,4.24,12.0,285.0,019280409X,9780192804099,1008.0,eng,2003,Oxford University Press
16809,Christopher and His Kind,Christopher Isherwood,4.11,88.0,2261.0,0816638632,9780816638635,352.0,eng,2001,Univ Of Minnesota Press
16813,The Condor And The Cows: A South American Travel Diary,Christopher Isherwood/William Caskey/Jeffrey Meyers,3.8,9.0,45.0,0816639825,9780816639823,248.0,eng,2003,Univ Of Minnesota Press
16842,A Single Man,Christopher Isherwood,4.1,1029.0,17451.0,0816638624,9780816638628,192.0,eng,2001,Univ Of Minnesota Press
16857,The Love of the Last Tycoon,F. Scott Fitzgerald,3.65,386.0,7135.0,0020199856,9780020199854,169.0,eng,1995,Scribner
16874,About This Life,Barry  Lopez,4.13,56.0,595.0,186046565X,9781860465659,304.0,eng,1999,The Harvill Press
16878,Arctic Dreams,Barry  Lopez,4.21,333.0,5155.0,0375727485,9780375727481,496.0,eng,2001,Vintage
16879,Field Notes: The Grace Note of the Canyon Wren,Barry  Lopez,4.13,19.0,323.0,1400075122,9781400075126,176.0,eng,2004,Vintage
16881,The Rediscovery of North America,Barry  Lopez,4.06,37.0,245.0,0679740996,9780679740995,64.0,eng,1992,Vintage
16886,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,4.0,76.0,1121.0,0684844257,9780684844251,272.0,eng,1998,Simon & Schuster
16887,How to Write: Advice and Reflections,Richard Rhodes,3.87,19.0,162.0,0688149480,9780688149482,240.0,eng,1996,William Morrow Paperbacks
16888,John James Audubon,Richard Rhodes,4.13,65.0,460.0,037571393X,9780375713934,528.0,eng,2006,Vintage
16891,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,4.05,93.0,1864.0,0375708227,9780375708220,335.0,en-US,2003,Vintage
16892,A Hole in the World: An American Boyhood,Richard Rhodes,3.9,24.0,182.0,0700610383,9780700610389,288.0,eng,2000,University Press of Kansas
16893,The Crack-Up,F. Scott Fitzgerald/Edmund Wilson,3.92,133.0,2477.0,0811212475,9780811212472,347.0,eng,2003,New Directions Publishing Corporation
16894,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,3.95,23.0,233.0,0393959058,9780393959055,482.0,eng,1992,W. W. Norton & Company
16895,Collected Essays and Poems,Henry David Thoreau/Elizabeth Hall Witherell,4.22,9.0,328.0,1883011957,9781883011956,703.0,eng,2001,Library of America
16897,The Portable Thoreau,Henry David Thoreau/Carl Bode,4.18,28.0,666.0,0140150315,9780140150315,698.0,eng,1977,Penguin Books
16898,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,Henry David Thoreau/Barry M. Andrews,4.75,2.0,8.0,1558964908,9781558964907,304.0,eng,2005,Skinner House Books
16900,Civil Disobedience and Other Essays,Henry David Thoreau,4.06,189.0,13736.0,1420925229,9781420925227,188.0,eng,2005,Digireads.com
16902,Walden,Henry David Thoreau,3.79,3652.0,128351.0,0691096120,9780691096124,352.0,eng,2004,Princeton University Press
16908,Interrupted Music: The Making of Tolkien's Mythology,Verlyn Flieger,4.21,8.0,131.0,0873388240,9780873388245,192.0,eng,2005,Kent State University Press
16918,Touchy and Feely (Sissy Sawyer  #1),Graham Masterton,3.37,12.0,86.0,072789160X,9780727891600,208.0,eng,2007,Severn House Publishers
16919,Prey,Graham Masterton,3.83,51.0,812.0,0843946334,9780843946338,352.0,eng,1999,Leisure Books
16920,Hidden World,Graham Masterton,3.47,5.0,58.0,0727859625,9780727859624,182.0,eng,2003,Severn House Publishers
16921,The House That Jack Built,Graham Masterton,3.88,64.0,1596.0,0843947462,9780843947465,385.0,eng,2000,Leisure Books
16928,The Riverside Milton,John Milton/Roy C. Flannagan,4.26,19.0,772.0,0395809991,9780395809990,1248.0,eng,1998,Cengage Learning
16940,How to Read a Poem,Terry Eagleton,3.73,44.0,445.0,1405151412,9781405151412,182.0,eng,2006,Wiley-Blackwell
16944,The Gatekeeper: A Memoir,Terry Eagleton,3.78,10.0,96.0,0312316135,9780312316136,192.0,eng,2003,St. Martin's Griffin
16946,The Ideology of the Aesthetic,Terry Eagleton,4.11,13.0,265.0,0631163026,9780631163022,432.0,eng,1991,Basil Blackwell (Cambridge MA/Oxford)
16947,Marxism and Literary Criticism,Terry Eagleton,3.89,33.0,646.0,0415285844,9780415285841,84.0,eng,2002,Routledge
16948,Children of God (The Sparrow  #2),Mary Doria Russell,4.06,1417.0,15158.0,044900483X,9780449004838,451.0,eng,1999,Ballantine Books
16951,When the Lion Feeds (Courtney  #1),Wilbur Smith,4.19,350.0,10311.0,0312940661,9780312940669,544.0,eng,2006,St. Martin's Paperbacks
16954,Birds of Prey (Courtney #9),Wilbur Smith,4.19,191.0,8082.0,0312317115,9780312317119,560.0,eng,2003,St. Martin's Griffin
16961,Alberic the Wise,Norton Juster/Leonard Baskin,3.73,9.0,103.0,0887082432,9780887082436,24.0,eng,1992,Picture Book Studio Ltd
16963,The Hello  Goodbye Window,Norton Juster/Chris Raschka,3.87,1311.0,8898.0,0786809140,9780786809141,32.0,en-US,2005,Little Brown Books for Young Readers
16965,The Dot and the Line: A Romance in Lower Mathematics,Norton Juster,4.34,6.0,57.0,0394733525,9780394733524,62.0,eng,1977,Random House
16966,Le Royaume fantôme,Norton Juster,4.21,1.0,3.0,2013218478,9782013218474,251.0,fre,2003,Hachette Jeunesse
16967,1632,Eric Flint,4.04,638.0,8406.0,1416532811,9781416532811,597.0,eng,2006,Baen Books
16968,Lützen 1632 : climax of the Thirty Years war,Richard Brzezinski/Graham Turner,3.56,1.0,15.0,1855325527,9781855325524,96.0,eng,2001,Osprey Publishing
16982,Marvels,Kurt Busiek/Alex Ross,4.22,482.0,23519.0,0785100490,9780785100492,216.0,eng,2007,Marvel Comics
16987,Superman: Back in Action,Kurt Busiek/Fabian Nicieiza/Len Wein/Gerry Conway/Pete Woods/José Luis García-López,3.21,12.0,140.0,1401212638,9781401212636,144.0,en-US,2007,DC Comics
16989,Spider-Man: Saga of the Sandman,Stan Lee/Roy Thomas/Tom DeFalco/Kurt Busiek/Steve Ditko/Jack Kirby/Herb Trimpe/Ross Andru,3.43,5.0,46.0,0785124977,9780785124979,176.0,eng,2007,Marvel
16991,Superman: Up  Up  and Away!,Kurt Busiek/Geoff Johns/Pete Woods/Renato Guedes,3.94,51.0,1681.0,1401209548,9781401209544,192.0,eng,2006,DC Comics
16992,Kingdom Come,Mark Waid/Alex Ross/Elliot S. Maggin,4.25,1000.0,47513.0,1563893304,9781563893308,231.0,eng,1997,DC Comics
16993,Fantastic Four  Volume 2,Mark Waid/Mike Wieringo/Howard Porter,3.92,8.0,96.0,078511775X,9780785117759,264.0,eng,2005,Marvel Comics Group
16994,The Flash: Dead Heat,Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher,3.93,10.0,216.0,1563896230,9781563896231,144.0,eng,2000,DC Comics
16995,Fantastic Four  Volume 3,Mark Waid/Mike Wieringo,3.95,5.0,118.0,0785120114,9780785120117,256.0,eng,2005,Marvel Comics Group
16996,Underworld Unleashed,Mark Waid/Scott Peterson/Howard Porter/Dennis Janke/Phil Jimenez/J.H. Williams III/John Stokes/Mick Gray/Dan           Green,3.12,6.0,111.0,1563894475,9781563894473,176.0,eng,1998,DC Comics
16999,Fantastic Four  Vol 5: Disassembled,Mark Waid/Paco Medina,3.28,13.0,192.0,0785115366,9780785115366,136.0,eng,2005,Marvel Comics Group
17005,Devilish,Maureen Johnson,3.46,463.0,4782.0,1595140603,9781595140609,263.0,eng,2006,Razorbill
17007,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,3.99,46.0,938.0,0345487621,9780345487629,345.0,eng,2007,Ballantine Books
17011,A Devilish Dilemma,Judith A. Lansdowne,4.02,6.0,54.0,0821758268,9780821758267,288.0,eng,1998,Zebra
17015,Paranoid Park,Blake Nelson,3.63,145.0,1109.0,0670061182,9780670061181,180.0,en-US,2006,Viking Books
17018,Notes on a Scandal,Zoë Heller,3.71,149.0,1154.0,0141012250,9780141012254,244.0,eng,2004,Penguin
17020,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,3.64,4067.0,70689.0,0060541431,9780060541439,322.0,eng,2010,HarperCollins Publishers
17022,My Ishmael (Ishmael  #3),Daniel Quinn,4.07,412.0,8654.0,0553379658,9780553379655,293.0,eng,1998,Bantam
17026,Ishmael (Star Trek: The Original Series  #23),Barbara Hambly,3.93,85.0,1485.0,0671743554,9780671743550,256.0,eng,1991,Pocket Books
17027,Mumbo Jumbo,Ishmael Reed/Gérard H. Durand,3.82,1.0,34.0,2879291488,9782879291482,292.0,fre,1998,Éditions de L'Olivier
17030,Flatland,Edwin A. Abbott/Rosemary Jann,3.82,43.0,314.0,0192805983,9780192805980,176.0,eng,2006,Oxford University Press
17032,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,1.0,11.0,1406503436,9781406503432,100.0,eng,2006,Dodo Press
17039,Flatterland,Ian Stewart,3.71,3.0,24.0,0330393774,9780330393775,295.0,eng,2003,Pan Publishing
17054,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,4.09,169.0,3709.0,042518238X,9780425182383,368.0,eng,2001,Berkley Publishing
17056,Moonage Daydream: The Life & Times of Ziggy Stardust,David Bowie/Mick Rock,4.3,17.0,450.0,0789313502,9780789313508,320.0,eng,2005,Universe
17057,From Sawdust to Stardust: The Biography of DeForest Kelley,Terry Lee Rioux,4.08,36.0,185.0,0743457625,9780743457620,362.0,eng,2005,Gallery Books
17059,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),Douglas Adams,4.22,18.0,212.0,1400052939,9781400052936,271.0,eng,2004,Crown Publishing Group (NY)
17061,Coraline,Neil Gaiman/Dave McKean,4.06,13096.0,403622.0,0061139378,9780061139376,162.0,eng,2006,William Morrow Paperbacks
17067,Jurassic Park Institute Dinosaur Field Guide,Michael K. Brett-Surman/Thomas R. Holtz Jr./Bob Walters,4.15,1.0,2.0,0375812938,9780375812934,160.0,en-US,2001,Random House Children's Books
17085,I Am the Blues: The Willie Dixon Story,Willie Dixon/Don Snowden,4.02,13.0,61.0,0306804158,9780306804151,264.0,en-US,1990,Da Capo Press
17098,Isaac Newton,James Gleick,3.84,324.0,5495.0,1400032954,9781400032952,288.0,eng,2004,Vintage
17116,The Stranger,Albert Camus/Stuart Gilbert,3.98,184.0,1493.0,0394700023,9780394700021,154.0,en-US,1954,Vintage
17118,Having Our Say: The Delany Sisters' First 100 Years,Emily Mann/Sarah L. Delany/A. Elizabeth Delany/Amy Hill Hearth,4.02,9.0,81.0,0822215020,9780822215028,62.0,eng,1996,Dramatists Play Service
17122,Retrospective  1964-1984,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,4.35,4.0,115.0,1883398290,9781883398293,112.0,eng,1997,Morpheus International
17123,Handmaid's Tale,Margaret Atwood,4.11,35.0,400.0,0860688666,9780860688662,324.0,eng,1994,Virago Press Ltd
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn/H.T. Willetts,3.95,2521.0,73577.0,0374529523,9780374529529,182.0,eng,2005,"Farrar, Straus and Giroux"
17133,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,Richard B. Alley,3.98,18.0,143.0,0691102961,9780691102962,229.0,eng,2002,Princeton University Press
17142,Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,James Baldwin/Toni Morrison,4.61,75.0,1495.0,1883011523,9781883011529,869.0,eng,1998,Library of America (NY)
17149,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.9,216.0,5680.0,0385509847,9780385509848,388.0,eng,2007,Nan A. Talese
17150,My Ántonia (Great Plains Trilogy  #3),Willa Cather,3.79,4662.0,91539.0,1583485090,9781583485095,232.0,eng,2000,New Millennium Library
17151,Marie Antoinette: The Journey,Antonia Fraser,3.93,154.0,1102.0,0385489498,9780385489492,512.0,eng,2002,Anchor
17152,My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,3.79,507.0,5985.0,0743487699,9780743487696,314.0,eng,2009,Pocket Books
17153,The Bush Agenda: Invading the World  One Economy at a Time,Antonia Juhasz,4.05,6.0,52.0,0060846879,9780060846879,400.0,eng,2006,William Morrow
17158,Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,Miguel de Cervantes Saavedra/John Ormsby,3.87,9.0,56.0,0393090183,9780393090185,1003.0,eng,1980,W. W. Norton & Company
17174,A Yellow Raft in Blue Water,Michael Dorris,3.86,897.0,16190.0,0312421850,9780312421854,372.0,en-US,2003,Picador USA
17176,The Sound and the Fury,William Faulkner,3.86,80.0,518.0,0679600175,9780679600176,368.0,eng,1992,Modern Library
17178,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,William Faulkner/David Minter/Noel Polk/Ben Wasson/C. Vann Woodward/Robert Penn Warren/Richard H. King/Jean-Paul Sartre/Irving Howe/Ralph Ellison,3.86,126.0,1020.0,0393964817,9780393964813,446.0,eng,1993,W. W. Norton & Company
17181,CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),James Lamar Roberts/William Faulkner/CliffsNotes,3.74,9.0,30.0,0822012197,9780822012191,72.0,en-GB,1963,Cliffs Notes
17188,Invisible Man,Ralph Ellison,3.86,44.0,334.0,0679723137,9780679723134,581.0,eng,1990,Vintage
17204,The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,3.42,7744.0,64473.0,0399154094,9780399154096,352.0,eng,2007,G.P. Putnam's Sons
